11,8.506889165948846e+17,0.0,1.2035571761618616e+18,0.0,2.2577770337717453e+18,4.8516802697127526e+17,0.0,2.6732299762280694e+18,4.742522129696686e+17,1.4902820116575027e+17,6.2325259992721e+17,0.0,3.6168107890982257e+18,0.0,0.0,2.090233039614378e+18,0.0,0.0,8.858188628581417e+17,3.9014727002619904e+17,1.9351535215863398e+18,0.0,0.0,1.6591810508168888e+18,0.0,0.0,5.40523592706687e+17,0.0,1.710489760927056e+18,0.0,0.0,1.6479366202775306e+18,0.0,0.0,7.657558352372695e+17,2389717656010752.0,9.647629730987377e+17,0.0,0.0,2.553712787410911e+18,0.0,0.0,9.539118928442163e+17,0.0,9.056644292642079e+17,2.7782580069728256e+17,0.0,2.1144838680766054e+18,0.0,2.3496726694330368e+17,2.1665178435442442e+18,6.43906169940738e+17,1.6556582155614945e+18,0.0,4.578545088698778e+16,1.7772089511342244e+18,0.0,0.0,1.198897445883347e+18,4.9022320347866726e+17,2.0806406252957532e+18,2647279060123648.0,0.0,2.0168982253818348e+18,0.0,0.0,1.061687534427308e+18,0.0,1.2476392086595174e+18,1.446522307865477e+17,0.0,1.3454835114647224e+18
19,0.0,0.0,5.102686061230817e+17,0.0,1.033104149115306e+18,9.788836057972736e+16,0.0,1.6738558201959547e+18,0.0,0.0,8.064308247978312e+17,0.0,7.252721606999409e+17,4.559028070110986e+17,6.280287581791846e+16,9.576308534862152e+17,0.0,0.0,0.0,0.0,1.0059751428089446e+17,3.3171293429406106e+17,0.0,1.7700659738443776e+17,0.0,0.0,2.872816522357637e+17,5.648256515388211e+17,4.917168556652626e+17,0.0,0.0,6.497820287990497e+17,0.0,4.405163701410202e+16,1.3107357142115942e+17,2.1332315721223373e+17,3.127448125266985e+17,0.0,0.0,3.436967864030986e+17,0.0,5.901877340694118e+16,0.0,0.0,8.596416556643123e+16,0.0,1.0412828663585178e+17,3.264601205715763e+16,0.0,0.0,1.5764467865563955e+17,7.218685537366835e+16,0.0,0.0,0.0,2.2199144918758195e+17,0.0,0.0,0.0,3.912841049197773e+16,0.0,0.0,0.0,1.6817221043381862e+17,0.0,8845048670060544.0,0.0,0.0,3.3868656102342656e+16,0.0,1.8124693269643264e+16,1.1252442800848896e+16
12,1.632498858548265e+17,0.0,1.206417005905707e+18,2.62466946107179e+17,1.0133233164563251e+18,0.0,0.0,1.3110707216606822e+18,0.0,0.0,1.3623197832650424e+18,3.487621892276224e+16,9.079171911505674e+17,0.0,0.0,1.6077739344160358e+18,0.0,2.329485249400013e+16,3.965938441388032e+17,8.361286854036685e+16,3.7362635190462054e+17,6.337186449535795e+17,9.310574269693952e+16,1.0741671975609958e+18,0.0,3.685941964219351e+17,5.961566476891587e+17,2.375520641613824e+17,1.180566250586112e+18,3.294471844265984e+17,0.0,1.663105070377468e+18,0.0,0.0,8.470843738816512e+17,4.7913565950469734e+17,6.018295779326689e+17,1.7243802349181338e+17,0.0,1.3381093618551357e+18,0.0,1.0337745763303424e+17,2.49925452624298e+17,0.0,1.784830525219799e+17,2.17786401326891e+17,1.4901385597498163e+17,2.5346912706101248e+17,0.0,8.846562323909837e+16,2.2094799547295334e+17,5.60120600765399e+16,2.5182104503032218e+17,0.0,0.0,7.034731744481772e+17,0.0,4.82561007592407e+16,1.5397861483085824e+17,0.0,3.1628403737729434e+17,1.5205497414090752e+16,0.0,3.0816802665660416e+17,0.0,5.642621518295859e+16,2.0491832282578944e+16,0.0,4.830467254439117e+16,0.0,4.318489543390003e+16,1.5533783454108877e+17
38,1.2170623400468808e+18,1.823285429005189e+17,2.8069289408981893e+18,0.0,2.648699871812387e+18,0.0,0.0,2.1401222802130862e+18,2.361565262076969e+17,0.0,2.2224131664096788e+18,8.609070904686674e+17,1.865478431806849e+18,0.0,0.0,1.4632718556861563e+18,1.304044326963118e+17,0.0,1.7567201017064325e+18,0.0,2.916601377478148e+18,0.0,0.0,1.6780650255849882e+18,2.8527885744603136e+17,0.0,2.0829561967838495e+18,0.0,3.3475981158163415e+18,6.892341552710943e+17,0.0,3.5826244986895073e+18,1.4013844693272494e+18,0.0,2.598062688428884e+18,5.2526865914527744e+17,1.680454126913192e+18,2.7693983484346368e+17,3936041174040576.0,2.510240021793997e+18,0.0,0.0,1.834834492984918e+18,0.0,2.0009572309244314e+18,0.0,0.0,2.5322129370413793e+18,0.0,2.981300867904307e+16,3.787332655880602e+16,2.680370032940155e+17,1.3818317166115553e+18,0.0,0.0,2.395487016859992e+18,0.0,9.34756407423533e+17,2.464726837473837e+18,1.0992369216677478e+17,9.72408702080385e+17,4.638662261336965e+17,0.0,4.592934947127296e+18,0.0,0.0,2.2580284096176456e+18,4.6994655979503616e+17,1.7598454635083858e+18,0.0,0.0,2.762298389537227e+18
81,0.0,3.3026243793885594e+17,4.447600469375713e+17,1.1883365336193434e+17,2.477372698662011e+17,0.0,5.358021952877363e+16,6.436042852794368e+17,0.0,0.0,3.679969210898842e+16,8550039714529280.0,4.663415789951386e+16,1.6169641336373248e+17,7.506740403974963e+16,3.838673062849413e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8349281677082624e+16,3.506437929251635e+16,1.1011696999006208e+16,7.838179594233446e+16,0.0,6.664087577349325e+16,2.9830829357347635e+17,0.0,2.1380783138668544e+16,0.0,0.0,1.0779005549333709e+17,0.0,7307161004670976.0,1.3247036350529536e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,4.754363440431104e+16,4.2497333876332954e+17,2.004072456603566e+17,2.2420902670185267e+17,0.0,1.1144189438643405e+17,6.137431987364823e+17,0.0,1.2437528645520589e+17,1.8116663398786662e+17,5.541515411167642e+16,5543080497250304.0,1.1697057815330816e+16,7.50842918511575e+16,1.0847281785444762e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1492744932569907e+17,1.7745681303627366e+17,9989667654991872.0,0.0,0.0,0.0,2.6596818626700902e+17,0.0,3.988806565258854e+16,5.702061718188851e+16,0.0,5.11689518743552e+16,5399147553226752.0,8.373807542697984e+16,1.6469969501526426e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,6.157779137231585e+17,0.0,2.6832124422966477e+18,6.259102226107597e+16,2.4505008062778573e+18,0.0,0.0,2.5475467262023434e+18,0.0,0.0,4.7638162339528704e+17,0.0,2.628793763547316e+18,0.0,0.0,2.7995547912886026e+18,0.0,0.0,2.0447172439541023e+18,0.0,1.075250010355925e+18,5.516840136857354e+17,0.0,2.0556885832929116e+18,0.0,0.0,8.252768664147722e+17,0.0,2.7265125845880013e+18,0.0,0.0,2.2629439137885716e+18,0.0,0.0,1.1832479594462577e+18,0.0,1.0522424546668052e+18,0.0,0.0,2.3769792125075456e+18,0.0,0.0,9.402954721263616e+17,2.446215631507292e+17,1.785921068955861e+18,4.759896131402465e+17,0.0,1.6985722918325453e+18,0.0,3.9222775218438144e+17,7.304715450292634e+17,8.782175266584658e+17,1.0903895295561564e+18,9.116543109142938e+16,0.0,1.355013253620564e+18,0.0,4.108987996538143e+17,1.2250267899616297e+18,1.0678425318001213e+18,1.4762996940857672e+18,0.0,0.0,1.711222447988015e+18,0.0,1.8940297251232154e+17,5.5404792932571546e+17,0.0,8.742462280978924e+17,0.0,0.0,8.367633269511946e+17
70,5.808717180761539e+17,0.0,9.879367612020818e+17,1.4499237845249556e+18,2.388134582605054e+18,0.0,0.0,3.07975598377848e+18,2.371464989895557e+17,0.0,2.784203959697408e+18,0.0,2.2619327754078781e+18,1.5247947539404554e+18,0.0,2.199180210836865e+18,0.0,0.0,8.88883820240044e+17,7.358990093018726e+16,9.743057032356823e+17,0.0,0.0,2.265008796625535e+18,0.0,8.322824734706237e+17,1.3664845958721044e+18,6.013419445257503e+17,1.6731910279780106e+18,0.0,0.0,2.3400765786224067e+18,0.0,2.596793920729907e+16,1.5876685396684308e+18,4.0160613969271194e+17,1.3321860178383995e+18,0.0,0.0,2.4614508425788785e+18,0.0,0.0,8.276457642168156e+17,0.0,7.530817647038956e+17,1.3814124075443814e+17,0.0,1.7212939744984433e+18,1.767230780032942e+17,8.451619465199616e+16,1.135984215175725e+18,6.0038021544883e+17,1.0590100174552433e+18,8.984960944874455e+17,0.0,1.6874703854879375e+18,0.0,0.0,7.428567188824392e+17,6.076352054857564e+17,1.519257750821929e+18,0.0,0.0,2.1581436881091953e+18,0.0,3.462874419565691e+17,2.953141172526121e+17,8.686879734811853e+16,3.422212417986232e+17,4.328132689862328e+17,0.0,1.42641485153357e+18
23,9.693682775516774e+17,0.0,1.4966590760193884e+18,0.0,3.086413801562571e+18,0.0,0.0,3.0717427430352486e+18,0.0,0.0,8.199394933761638e+17,0.0,1.9510972648228127e+18,3.125146194595021e+16,0.0,1.9909504381610885e+18,4.1942238559102566e+17,0.0,1.3554100398792376e+18,0.0,1.3354572023699866e+18,0.0,0.0,2.395575527546028e+18,1.8132570239664128e+17,0.0,1.4277983120392192e+18,2.639217546095493e+17,2.2409433733115412e+18,0.0,0.0,2.608262308043948e+18,1.0131742639112847e+18,0.0,1.3136259866836337e+18,0.0,1.9018215517124035e+18,0.0,0.0,2.1730375351800955e+18,8.15855082556883e+17,0.0,1.0247020248532255e+18,0.0,1.4641774409505833e+18,0.0,7.50847213478871e+17,2.621918242460926e+18,0.0,0.0,0.0,0.0,2.0631344760362107e+18,0.0,0.0,2.032619042635776e+18,4.120423261064397e+17,0.0,1.6404721732755128e+18,0.0,1.4461586443945902e+18,0.0,0.0,2.111377060533371e+18,0.0,0.0,1.7215553490282086e+17,3.833202648903844e+17,1.087154628908286e+18,0.0,0.0,1.246731149493928e+18
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8535584465223680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
