11,4.2617699475809894e+17,0.0,4.041755351580672e+16,2.1405297867101307e+18,2.6719429978677576e+18,0.0,0.0,2.882498375075234e+18,0.0,0.0,1.1568892297546301e+18,4.224602417292902e+16,2.890931354382369e+18,0.0,0.0,2.3836697407625626e+18,0.0,0.0,7.308587792806707e+17,5.448403440768123e+17,8.876160833332183e+17,7.910035084290294e+17,0.0,1.4952281990747914e+18,0.0,0.0,1.044421009983144e+18,0.0,1.4432524977234248e+18,0.0,0.0,2.506798000643244e+18,0.0,0.0,9.897001716946043e+17,0.0,2.1894132490473308e+18,0.0,0.0,1.4424477926508462e+18,0.0,0.0,9.5573591391522e+17,0.0,1.0738464150435922e+18,1.5886831483826995e+17,0.0,1.8525156020322304e+18,0.0,1.646839582550917e+17,1.2090631180769034e+18,5.03264751413887e+17,1.3532376797806592e+18,5.430977555857408e+16,0.0,1.5274495247657206e+18,0.0,4.9073475126349005e+17,1.6335776856135434e+18,5.154474089691218e+17,9.760480168488468e+17,0.0,0.0,1.0366955664084828e+18,0.0,0.0,7.530799779975004e+17,4265013120335872.0,5.972072997689754e+17,1.085223302374359e+17,0.0,1.1281557611054367e+18
19,1.011112885767635e+18,0.0,2.5752687128734597e+18,4.062942511151186e+17,2.5009310065974313e+18,7.210576639111987e+16,0.0,2.6436063841967145e+18,5.2793861697490125e+17,0.0,4.3303165948329984e+17,2.4261479981121536e+16,3.325351147295736e+18,4.910228233099674e+16,0.0,1.5265387168210616e+18,0.0,0.0,1.8395107159378493e+18,7.706860453762171e+17,2.1910053418843505e+18,0.0,0.0,3.260278475751162e+18,1.0390865918820352e+17,0.0,5.165184707335291e+17,8.600274811664466e+17,2.281624616344486e+18,0.0,0.0,2.9547434358456975e+18,0.0,0.0,9.979302223869379e+17,2.1784510493989274e+17,3.683152022183346e+18,0.0,0.0,3.863364451876995e+18,4.0573992545602765e+17,0.0,1.2381494612391363e+18,0.0,1.78789909037423e+18,1.5090487853580288e+17,0.0,2.542219317487862e+18,0.0,0.0,1.1292219437869957e+18,3.9678887001378e+17,8.009305178798817e+17,0.0,0.0,2.8076301544388035e+18,3.193923567490171e+17,0.0,1.4035179342019953e+18,0.0,1.876168708485808e+18,0.0,0.0,3.0670008242625577e+18,9.623473804122522e+16,0.0,2.46259213564851e+18,0.0,1.3385367970004337e+18,0.0,0.0,2.516403059345588e+18
12,0.0,0.0,1.1030628441752863e+18,8.428710453240136e+17,2.4016255902778655e+18,1.0191747799003955e+17,0.0,3.7866113934326497e+18,2.6817844515700736e+17,3.246580553733898e+17,1.7035251793988157e+18,0.0,1.2847651808440484e+18,3914991539322880.0,0.0,3.223243350714876e+18,9.263929722268549e+17,0.0,9.131350610191319e+17,0.0,1.356689321658155e+18,0.0,0.0,3.2022072193743585e+18,7.014353670850478e+17,0.0,4.006113221877432e+17,0.0,3.360131998617174e+18,0.0,0.0,2.3473218104936366e+18,2.042173661242196e+18,0.0,5.886862908121416e+17,0.0,4.528898840169808e+18,3.2880342036853555e+17,0.0,3.1366482888124006e+18,0.0,0.0,1.5408261832292434e+18,0.0,2.554942316288672e+18,0.0,0.0,2.905823414746874e+18,1.309680526646313e+18,7.077714402790605e+17,2.1803502495774802e+18,6.703784242079334e+17,2.4215828258336276e+18,0.0,0.0,1.9233321223203062e+18,0.0,0.0,1.871739738210173e+18,2.3743044786742886e+17,2.5988460904636744e+18,4.958435633224745e+17,0.0,2.3934276315811676e+18,1.2478156802757755e+18,0.0,1.44355513829897e+18,2.2073960365975142e+17,1.4971643016123515e+18,0.0,0.0,3.2335092159055135e+18
38,0.0,4.605543253121434e+16,2.521174579032883e+16,0.0,8.233052874473472e+16,0.0,4.431266794648371e+16,2.1355030944258458e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1.665899891496321e+18,0.0,8.606028006256804e+17,1.0533476012916736e+17,2.4717329255660257e+18,5.1871429853341286e+17,0.0,3.426921282690613e+18,4.06860946280022e+17,0.0,1.1407323187013222e+18,0.0,2.7554627257473434e+18,0.0,0.0,3.0326463085747896e+18,0.0,0.0,6.147156480517734e+17,1.3097990677436826e+17,1.9401509393735352e+18,0.0,0.0,1.966145455838462e+18,7608525974929408.0,0.0,2.9758804473780634e+18,0.0,4.909410677484945e+18,0.0,0.0,2.837245775010857e+18,1.1724918495085855e+18,0.0,1.6806528636399124e+18,8.812839958688563e+16,2.3726056301301596e+18,0.0,0.0,3.493707268229169e+18,0.0,7.717940094996316e+17,8.18682201829802e+17,0.0,1.930502449961894e+18,1.3678208117374976e+17,0.0,3.3250630752492585e+18,2.2028603793342464e+17,0.0,1.4895020799562875e+18,5.6265061138065e+17,2.614266741043233e+18,0.0,0.0,1.629449431768105e+18,0.0,7.823963939678454e+17,2.0383068162862612e+18,0.0,1.201127942659244e+18,0.0,0.0,1.519930102182314e+18,0.0,0.0,1.4749341006440694e+18,0.0,8.697477137118003e+17,1.0025981818227917e+17,0.0,1.687242786580988e+18
5,0.0,0.0,0.0,0.0,2.376014391054172e+18,0.0,0.0,3.587197092671521e+18,1.0878517879997727e+18,0.0,2.475772531286475e+18,2.0404979024422502e+17,2.705132855863804e+18,0.0,0.0,2.4599299431197573e+18,6.260709918265836e+17,0.0,7.983358765967606e+17,0.0,3.248360869217698e+18,0.0,0.0,2.854389910066954e+18,1.2994653764295066e+18,0.0,1.538363826938839e+17,0.0,2.070631083753341e+18,0.0,0.0,2.1421978832884204e+18,1.4138582913054147e+18,0.0,3.953120884587233e+17,6.648259763870106e+16,4.0603032022081864e+18,0.0,0.0,4.2647259158727885e+17,6.166471463843922e+17,0.0,1.573992814042153e+18,3.036839090008883e+16,3.0067302697522954e+18,0.0,0.0,2.1330513209348588e+18,1.9255179514363249e+18,0.0,1.003169257854337e+18,1.4934269241505874e+18,2.360940636393177e+18,0.0,0.0,2.2074126667108844e+18,1.1991740245973402e+17,0.0,9.554110769486889e+17,0.0,2.2383577342798725e+18,0.0,0.0,1.4481959020019057e+18,0.0,0.0,3.0641203786756915e+18,8.31427053424214e+17,1.9282736024534385e+18,4360749015105536.0,0.0,1.7713882740157317e+18
40,0.0,7.511691642273792e+16,2.8648167162721075e+17,2.033608087704699e+17,5.158984148949402e+16,0.0,3.4490032643375104e+16,4.129190491906376e+17,0.0,6.074970106180403e+16,0.0,3.29915765358592e+16,1.2066456141299712e+16,1.2714699206007194e+17,1.1350015867879424e+16,5.313491731952435e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.382676650164224e+16,0.0,1.9457151038652416e+16,0.0,2.481074616873779e+16,1.888823365767004e+17,0.0,3.318841488703488e+16,0.0,0.0,3.741900062326784e+16,0.0,0.0,6.239057613737165e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1.1100595864186388e+18,0.0,1.3906702782703862e+18,0.0,1.2812389096148173e+18,0.0,0.0,3.820404333556531e+18,1.1821671395161539e+18,0.0,1.6827368504914084e+18,0.0,2.9316333506972877e+18,0.0,3.207123891776389e+17,2.5190237453103923e+18,4.90652725978071e+16,0.0,1.851486734026539e+18,0.0,2.666444065339343e+18,0.0,0.0,3.0040598308863345e+18,7.280229326342062e+17,0.0,3.156296286722851e+18,0.0,3.6510278658325217e+18,0.0,0.0,2.1694502410555228e+18,0.0,0.0,5.797999691169792e+17,0.0,2.6811074272852705e+18,0.0,0.0,2.4211512675197256e+18,2.128667568074916e+17,0.0,2.519029242868531e+18,0.0,6.285247581823959e+17,0.0,0.0,3.6003051954199593e+18,1.1003536990640538e+17,0.0,7.446996378095452e+17,0.0,1.5515458718442455e+18,0.0,0.0,2.694815863382475e+18,5.42810198935339e+17,2.099367301181604e+17,1.4089508960327434e+18,0.0,1.6221834466149007e+18,0.0,0.0,2.533058736361046e+18,2.205447495834665e+17,0.0,1.4411756576975094e+18,6.645151410138644e+17,2.770345990018826e+18,1.8428132709105664e+17,0.0,2.6322432064015565e+18
23,0.0,2.510333007835955e+16,4.3475273877815296e+17,2795074790359040.0,8.320616949717402e+16,0.0,1.0864282983989248e+17,3.0692389489003725e+17,0.0,1.1717885185490944e+16,0.0,0.0,9.229093586128077e+16,0.0,0.0,3.79845833916416e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4244507872722944.0,3.3096659353206784e+16,0.0,6026897825726464.0,1.3882706113226342e+17,0.0,8971904287244288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,1.101788235320787e+18,0.0,1.1791581885077914e+18,3.144463411304202e+17,0.0,2.5539216946201887e+18,0.0,0.0,1.591616198729007e+18,0.0,9.87718851741352e+17,3.3430517039549645e+17,0.0,2.565534186676945e+18,0.0,0.0,1.0801517706315039e+18,0.0,2.0605658794347725e+18,4.7055311225644646e+17,5.824092476486451e+16,1.294117351872004e+18,0.0,1.9359884632286822e+17,8.849936106620191e+17,4.562421094274826e+17,1.5478755645917757e+18,0.0,0.0,1.6706413979521516e+18,0.0,0.0,7.026855805253059e+17,1.2326465945206784e+16,5.7016103171260416e+17,0.0,5.553330522601554e+17,1.844359149899481e+18,0.0,0.0,1.0107954017851146e+18,0.0,1.4580271852216648e+18,0.0,0.0,1.3858449340529377e+18,0.0,7.659632306180588e+17,7.254118673961452e+17,2.0209702323355648e+17,1.2909181853520364e+18,0.0,0.0,9.989032901775196e+17,0.0,4.502122158620672e+16,1.8990053588362854e+17,4.192622348504924e+17,2.3930673010049024e+17,8.926207338453402e+16,0.0,8.900340468416512e+17,0.0,1.792150803054592e+16,7.044947581893345e+17,0.0,4.4535337089970995e+17,0.0,0.0,8.445137844153876e+17
